,ArticleId,Headline,Description,Date,text,article,word2vec,category
0,1,BTS's Suga is collaborating with PSY and fans can't wait,"Remember PSY, the Korean singer-rapper who literally brought the craze of K-pop culture in front of the world? PSY's Gangnam Style racked up millions of views and is still considered one of the best hits in global music. Now, PSY is all set to collab with BTS's music producer Suga. That's right ARMY! A track with our very own Min Yoongi and PSY!PSY shared the announcement of collaboration on his official Twitter page and fans simply can't keep calm anymore. Suga has produced most of the hit tracks performed by BTS and he has also teamed up with singers Halsey, Sia and DJ Steve Aoki.The collaboration track will be released on April 29 and PSY even shared a teaser of the music video.Take a look:PSY9 [9]Full-Length Album [PSY 9th]Track List:#2. That That prod.&ft. SUGA of BTS *Title Track2022.04.29 (Fri) 6PM KST#PSY # #ThatThat#9 #PSY9th #220429_6pmKST#PNATION # pic.twitter.com/dd6veXIj4kFans totally loved the news and termed it as a bonus surprise as BTS is all set to drop their comeback album on June 10. From congratulating the duo to wishing them all the best, tweets with the hashtag #PSYxSUGAiscoming trended on Twitter.Check out the tweets:Wait..OMG..so,Suga not only produce?? He's also featuring?? Producing and featuring?? We can hear his voice too?? I'm...this feels so good..#PSYXSUGAIsComing pic.twitter.com/FCejcPBy3ayoongi's "" "" AAAAAA i can't contain my excitement please can we just skip thursday and go to friday#ThatThat #PSYXSUGAIsComing #ThatThatProdSUGA #ThatThatFeatSUGApic.twitter.com/upoynaaFCKladies and gentlemen PROD. SUGA pic.twitter.com/8oH2u8dNFlTHE legendary producer #SUGA pic.twitter.com/nhHGLXtIb4WE’RE GETTING COWBOY YOONGI?! pic.twitter.com/lMEpMFlkVu THAT THAT - PSY (PROD & FEAT SUGA) pic.twitter.com/GEO7W4LqjnLet us refresh your memories with PSY's global hit music video of Gangnam Style from 2012. We should warn you that it is going to be stuck in your head on loop.Listen to the song here:Suga has produced a rap album with the stage name Agust D and his song Daechwita has garnered millions of views.Are you excited?",2022-04-27,"BTS's Suga is collaborating with PSY and fans can't waitRemember PSY, the Korean singer-rapper who literally brought the craze of K-pop culture in front of the world? PSY's Gangnam Style racked up millions of views and is still considered one of the best hits in global music. Now, PSY is all set to collab with BTS's music producer Suga. That's right ARMY! A track with our very own Min Yoongi and PSY!PSY shared the announcement of collaboration on his official Twitter page and fans simply can't keep calm anymore. Suga has produced most of the hit tracks performed by BTS and he has also teamed up with singers Halsey, Sia and DJ Steve Aoki.The collaboration track will be released on April 29 and PSY even shared a teaser of the music video.Take a look:PSY9 [9]Full-Length Album [PSY 9th]Track List:#2. That That prod.&ft. SUGA of BTS *Title Track2022.04.29 (Fri) 6PM KST#PSY # #ThatThat#9 #PSY9th #220429_6pmKST#PNATION # pic.twitter.com/dd6veXIj4kFans totally loved the news and termed it as a bonus surprise as BTS is all set to drop their comeback album on June 10. From congratulating the duo to wishing them all the best, tweets with the hashtag #PSYxSUGAiscoming trended on Twitter.Check out the tweets:Wait..OMG..so,Suga not only produce?? He's also featuring?? Producing and featuring?? We can hear his voice too?? I'm...this feels so good..#PSYXSUGAIsComing pic.twitter.com/FCejcPBy3ayoongi's "" "" AAAAAA i can't contain my excitement please can we just skip thursday and go to friday#ThatThat #PSYXSUGAIsComing #ThatThatProdSUGA #ThatThatFeatSUGApic.twitter.com/upoynaaFCKladies and gentlemen PROD. SUGA pic.twitter.com/8oH2u8dNFlTHE legendary producer #SUGA pic.twitter.com/nhHGLXtIb4WE’RE GETTING COWBOY YOONGI?! pic.twitter.com/lMEpMFlkVu THAT THAT - PSY (PROD & FEAT SUGA) pic.twitter.com/GEO7W4LqjnLet us refresh your memories with PSY's global hit music video of Gangnam Style from 2012. We should warn you that it is going to be stuck in your head on loop.Listen to the song here:Suga has produced a rap album with the stage name Agust D and his song Daechwita has garnered millions of views.Are you excited?",bts suga collaborating psy fan waitremember psy korean singer rapper literally brought craze pop culture front world psy gangnam style racked million view still considered one best hit global music psy set collab bts music producer suga right army track min yoongi psy psy shared announcement collaboration official twitter page fan simply keep calm anymore suga produced hit track performed bts also teamed singer halsey sia dj steve aoki collaboration track released april psy even shared teaser music video take look psy full length album psy th track list prod ft suga bts title track fri pm kst psy thatthat psy th pmkst pnation pic twitter com dd vexij kfans totally loved news termed bonus surprise bts set drop comeback album june congratulating duo wishing best tweet hashtag psyxsugaiscoming trended twitter check tweet wait omg suga produce also featuring producing featuring hear voice feel good psyxsugaiscoming pic twitter com fcejcpby ayoongi aaaaaa contain excitement please skip thursday go friday thatthat psyxsugaiscoming thatthatprodsuga thatthatfeatsugapic twitter com upoynaafckladies gentleman prod suga pic twitter com oh dnflthe legendary producer suga pic twitter com nhhglxtib getting cowboy yoongi pic twitter com lmepmflkvu psy prod feat suga pic twitter com geo lqjnlet u refresh memory psy global hit music video gangnam style warn going stuck head loop listen song suga produced rap album stage name agust song daechwita garnered million view excited ,"[-1.52479140e-01  1.18816613e-01  5.41373799e-02 -6.44288673e-02
  7.61721339e-03 -2.77670628e-01  2.37453220e-02  3.79064286e-01
 -1.09371343e-01 -5.51527794e-02 -5.42848962e-02 -1.71784636e-01
 -8.54532671e-02  7.41358955e-02  7.44874201e-02 -1.22841550e-01
  8.92327863e-03 -1.37485647e-01  1.19986220e-02 -3.00031215e-01
  1.20053737e-01  9.09106263e-02 -3.79255082e-03 -2.52904576e-02
 -8.01904497e-02 -1.17512199e-02 -1.48769812e-01 -1.53425869e-01
 -1.33774207e-01 -2.91301967e-02  1.48214177e-01 -4.74331593e-03
 -2.02840243e-02 -1.22810155e-01 -8.45359546e-03  1.79281509e-01
  2.26005981e-02 -1.38053344e-01 -9.54675132e-02 -2.97740613e-01
  6.06741384e-04 -1.09611668e-01 -9.54642711e-03 -8.11726987e-03
  9.77764595e-02 -9.49310175e-02 -1.71573654e-01  7.29042784e-03
  9.28601368e-02  1.31153758e-01  4.19859898e-02 -1.26310602e-01
 -1.90679994e-01  3.62378293e-02 -9.29920692e-02  1.48371687e-01
  1.01967481e-01  1.78299032e-02 -1.67373097e-01 -3.34385800e-04
  4.41326674e-02  8.18562368e-02 -6.08802799e-02  5.09999179e-02
 -1.82038226e-01  1.43355446e-01  4.85024186e-02  9.93150527e-02
 -2.02605118e-01  2.22937072e-01 -7.39043098e-02  1.39152246e-01
  1.83493903e-01 -1.27017432e-01  2.03752819e-01  5.45925513e-02
 -3.11673926e-02  7.62814682e-02 -1.97993531e-01  5.65775663e-02
 -4.84805261e-02  1.38575927e-02 -7.27903433e-02  1.62154040e-01
  5.39210227e-02  3.86259581e-02 -6.74387134e-02  2.98125658e-01
  1.83433788e-01  8.59642245e-02  1.73738039e-01  9.85168290e-02
  3.37436340e-02 -1.65929436e-02  1.99632119e-01  1.59402430e-01
  1.42599683e-01 -1.97940145e-01  7.12657145e-02 -1.07401434e-02]",ENTERTAINMENT
1,2,ECB to appoint separate coaches for red-ball and white-ball formats ,"The England and Wales Cricket Board (ECB) has invited applications for two head coaches after sacking Chris Silverwood following the national team’s disastrous campaign in the Ashes. The England cricketing setup has undergone plenty of changes following the 0-4 loss to Pat Cummins’ Australia Down Under.Yorkshire-born Joe Root has stepped down as the Three Lions’ Test skipper after the away series against the West Indies. After Silverwood’s departure, the ECB appointed former all-rounder Paul Collingwood as the interim head coach.Earlier, retired batter Rob Key was also named as the managing director of the men’s team. The changes have come to the fore after the Brits have won only one of their last 17 Tests.""The head coaches will report to Robert Key, the managing director of England men's cricket, and will have overall responsibility for the performance and management of the England men's team in the relevant formats covered by the roles,"" the advertisement read.Recently, Ravi Shastri, the former head coach of the Indian team, showed Key the blueprint to succeed during his stint with the England team. Key worked as a commentator before taking up the job at the ECB.""Rob may have more work with the domestic game but, when it comes to the national team, it is very similar. The most important thing is getting among the players and setting a tone from the outset: what you believe in, what you think of them and changing the mindset to compete and win.“You have to be bullish and brutish in wanting to achieve that. For us, and now England, it was about setting the challenge of winning abroad, big time,"" Shastri was quoted as saying.England employed the double head coach formula between 2012 and 2014. During that time, while Andy Flower was the Test coach, Ashley Giles worked as the coach in ODIs and T20Is.",2022-04-27,"ECB to appoint separate coaches for red-ball and white-ball formats The England and Wales Cricket Board (ECB) has invited applications for two head coaches after sacking Chris Silverwood following the national team’s disastrous campaign in the Ashes. The England cricketing setup has undergone plenty of changes following the 0-4 loss to Pat Cummins’ Australia Down Under.Yorkshire-born Joe Root has stepped down as the Three Lions’ Test skipper after the away series against the West Indies. After Silverwood’s departure, the ECB appointed former all-rounder Paul Collingwood as the interim head coach.Earlier, retired batter Rob Key was also named as the managing director of the men’s team. The changes have come to the fore after the Brits have won only one of their last 17 Tests.""The head coaches will report to Robert Key, the managing director of England men's cricket, and will have overall responsibility for the performance and management of the England men's team in the relevant formats covered by the roles,"" the advertisement read.Recently, Ravi Shastri, the former head coach of the Indian team, showed Key the blueprint to succeed during his stint with the England team. Key worked as a commentator before taking up the job at the ECB.""Rob may have more work with the domestic game but, when it comes to the national team, it is very similar. The most important thing is getting among the players and setting a tone from the outset: what you believe in, what you think of them and changing the mindset to compete and win.“You have to be bullish and brutish in wanting to achieve that. For us, and now England, it was about setting the challenge of winning abroad, big time,"" Shastri was quoted as saying.England employed the double head coach formula between 2012 and 2014. During that time, while Andy Flower was the Test coach, Ashley Giles worked as the coach in ODIs and T20Is.",ecb appoint separate coach red ball white ball format england wale cricket board ecb invited application two head coach sacking chris silverwood following national team disastrous campaign ash england cricketing setup undergone plenty change following loss pat cummins australia yorkshire born joe root stepped three lion test skipper away series west indie silverwood departure ecb appointed former rounder paul collingwood interim head coach earlier retired batter rob key also named managing director men team change come fore brit one last test head coach report robert key managing director england men cricket overall responsibility performance management england men team relevant format covered role advertisement read recently ravi shastri former head coach indian team showed key blueprint succeed stint england team key worked commentator taking job ecb rob may work domestic game come national team similar important thing getting among player setting tone outset believe think changing mindset compete win bullish brutish wanting achieve u england setting challenge winning abroad big time shastri quoted saying england employed double head coach formula time andy flower test coach ashley giles worked coach odis ,"[-0.13197079  0.1023704   0.04769405 -0.05568322  0.00612126 -0.23628717
  0.02061374  0.32729138 -0.09706869 -0.04733727 -0.04685676 -0.14764695
 -0.07084799  0.06584043  0.06247761 -0.1072568   0.00702432 -0.11921902
  0.00824098 -0.25925846  0.10115786  0.08059289 -0.00223643 -0.02061859
 -0.07005741 -0.00796334 -0.12829301 -0.13624022 -0.11725248 -0.02509613
  0.12767492 -0.00285341 -0.01747    -0.11029859 -0.00566318  0.1556156
  0.01884059 -0.12004639 -0.08307376 -0.26054242 -0.00136167 -0.09457139
 -0.00721501 -0.00612442  0.0831934  -0.08337847 -0.14713792  0.00560756
  0.08007985  0.1132193   0.03426554 -0.10873981 -0.16304753  0.03299044
 -0.08203879  0.12954882  0.09031684  0.01399791 -0.14681724 -0.00203306
  0.0394054   0.07213495 -0.05396672  0.04415904 -0.15827591  0.12295218
  0.04227566  0.08542059 -0.17454769  0.19424462 -0.061141    0.12089527
  0.15871426 -0.10405624  0.17590502  0.04747109 -0.02673587  0.06630182
 -0.17241555  0.04879305 -0.0420964   0.01185298 -0.06252901  0.13767617
  0.04232896  0.03310669 -0.05477482  0.25962696  0.15915699  0.0760738
  0.15140125  0.08459634  0.03087321 -0.01456964  0.17136886  0.13771822
  0.12289746 -0.17222837  0.05992675 -0.01067406]",SPORTS
2,3,Fact Check: 2020 video shared with false claim that Muslims offered loud prayers on streets after clampdown on loudspeakers in UP,"Recently, the Yogi Adityanath-led Uttar Pradesh government ordered places of worship to lower the volumes of loudspeakers. Speakers were also removed from 125 places, as per the Additional Director General (Law and Order) of the UP Police. In its aftermath, a video of Muslim men standing on a road while offering prayers loudly went viral with the claim that this was in response to Adityanath’s orders.A Sudarshan News journalist tweeted the video, asking if shouting prayers, as seen in the video, was an alternative to loudspeakers. The video was also shared by the official Sudarshan News Twitter account, at least twice.The Sudarshan News Twitter account also called it an alternative to bans on loudspeakers. The news channel’s founder Suresh Chavhanke too shared the video with the same claim. The videos shared by all of them bore the Sudarshan News watermark.?..., .#BahutSaralHu pic.twitter.com/TpXl1Ri88jThe video was widely shared on Facebook as well.Archived versions of these claims can be seen here and here.The India Today Anti Fake News War Room (AFWA) found the video was almost two-year-old and was not from Uttar Pradesh but from Howrah in West Bengal.A reverse search of keyframes of the video led us to a Tweet from April 19, 2020, where a person shared a screengrab from the same video uploaded to Facebook by someone named Nitin Thakur.pic.twitter.com/RhEzb4IQgxWe then went through the feed of Nitin Thakur and came across a better quality of the viral video shared on April 17, 2020.The same video was shared by another Twitter user on April 8, 2020. This proved the video was not recent.In the video, we noticed white and blue pavement railings, something that’s a staple of the All India Trinamool Congress-led West Bengal government. A comparison with a photo of a Kolkata pavement railing carried by Ei Samay, a Bengali-language daily from the Times Group can be seen below.We also noticed the signage of a Biryani Shop named ""Shimla Biryani"" written in Bangla in the video, hinting that this video was likely from West Bengal.Dr. Rai confirmed to India Today that the viral video was from Pilkhana in Howrah. He explained that the video was from when all places of worship, including mosques, were shut down during the first 21-day phase of the national lockdown imposed to combat Covid-19.While we couldn't pinpoint the exact date on which the video was recorded, we concluded that this 2020 video from Howrah was definitely not in response to the recent clampdown on loudspeakers in UP.The number of crows determines the intensity of the lie.",2022-04-27,"Fact Check: 2020 video shared with false claim that Muslims offered loud prayers on streets after clampdown on loudspeakers in UPRecently, the Yogi Adityanath-led Uttar Pradesh government ordered places of worship to lower the volumes of loudspeakers. Speakers were also removed from 125 places, as per the Additional Director General (Law and Order) of the UP Police. In its aftermath, a video of Muslim men standing on a road while offering prayers loudly went viral with the claim that this was in response to Adityanath’s orders.A Sudarshan News journalist tweeted the video, asking if shouting prayers, as seen in the video, was an alternative to loudspeakers. The video was also shared by the official Sudarshan News Twitter account, at least twice.The Sudarshan News Twitter account also called it an alternative to bans on loudspeakers. The news channel’s founder Suresh Chavhanke too shared the video with the same claim. The videos shared by all of them bore the Sudarshan News watermark.?..., .#BahutSaralHu pic.twitter.com/TpXl1Ri88jThe video was widely shared on Facebook as well.Archived versions of these claims can be seen here and here.The India Today Anti Fake News War Room (AFWA) found the video was almost two-year-old and was not from Uttar Pradesh but from Howrah in West Bengal.A reverse search of keyframes of the video led us to a Tweet from April 19, 2020, where a person shared a screengrab from the same video uploaded to Facebook by someone named Nitin Thakur.pic.twitter.com/RhEzb4IQgxWe then went through the feed of Nitin Thakur and came across a better quality of the viral video shared on April 17, 2020.The same video was shared by another Twitter user on April 8, 2020. This proved the video was not recent.In the video, we noticed white and blue pavement railings, something that’s a staple of the All India Trinamool Congress-led West Bengal government. A comparison with a photo of a Kolkata pavement railing carried by Ei Samay, a Bengali-language daily from the Times Group can be seen below.We also noticed the signage of a Biryani Shop named ""Shimla Biryani"" written in Bangla in the video, hinting that this video was likely from West Bengal.Dr. Rai confirmed to India Today that the viral video was from Pilkhana in Howrah. He explained that the video was from when all places of worship, including mosques, were shut down during the first 21-day phase of the national lockdown imposed to combat Covid-19.While we couldn't pinpoint the exact date on which the video was recorded, we concluded that this 2020 video from Howrah was definitely not in response to the recent clampdown on loudspeakers in UP.The number of crows determines the intensity of the lie.",fact check video shared false claim muslim offered loud prayer street clampdown loudspeaker uprecently yogi adityanath led uttar pradesh government ordered place worship lower volume loudspeaker speaker also removed place per additional director general law order police aftermath video muslim men standing road offering prayer loudly went viral claim response adityanath order sudarshan news journalist tweeted video asking shouting prayer seen video alternative loudspeaker video also shared official sudarshan news twitter account least twice sudarshan news twitter account also called alternative ban loudspeaker news channel founder suresh chavhanke shared video claim video shared bore sudarshan news watermark bahutsaralhu pic twitter com tpxl ri jthe video widely shared facebook well archived version claim seen india today anti fake news war room afwa found video almost two year old uttar pradesh howrah west bengal reverse search keyframes video led u tweet april person shared screengrab video uploaded facebook someone named nitin thakur pic twitter com rhezb iqgxwe went feed nitin thakur came across better quality viral video shared april video shared another twitter user april proved video recent video noticed white blue pavement railing something staple india trinamool congress led west bengal government comparison photo kolkata pavement railing carried ei samay bengali language daily time group seen also noticed signage biryani shop named shimla biryani written bangla video hinting video likely west bengal dr rai confirmed india today viral video pilkhana howrah explained video place worship including mosque shut first day phase national lockdown imposed combat covid pinpoint exact date video recorded concluded video howrah definitely response recent clampdown loudspeaker number crow determines intensity lie ,"[-2.10520214e-01  1.66556491e-01  7.29112048e-02 -9.00525723e-02
  9.77556916e-03 -3.80803807e-01  3.16111289e-02  5.19316876e-01
 -1.53210185e-01 -7.67049331e-02 -7.35248409e-02 -2.35330387e-01
 -1.15960986e-01  1.03568123e-01  1.03239569e-01 -1.70492482e-01
  1.29614525e-02 -1.88472708e-01  1.54678455e-02 -4.15001074e-01
  1.63431745e-01  1.27357310e-01 -1.85543024e-03 -3.18042410e-02
 -1.12825222e-01 -1.25804377e-02 -2.05279617e-01 -2.14599157e-01
 -1.85651304e-01 -3.99410687e-02  2.06076844e-01 -4.81062161e-03
 -2.69865880e-02 -1.74630970e-01 -1.03196382e-02  2.45346056e-01
  2.96743199e-02 -1.90361337e-01 -1.31261749e-01 -4.12997260e-01
  3.38304990e-04 -1.52536979e-01 -1.01777223e-02 -8.28153685e-03
  1.33912315e-01 -1.32497582e-01 -2.34005847e-01  7.36039530e-03
  1.27554727e-01  1.79877577e-01  5.58185801e-02 -1.75633447e-01
 -2.64802937e-01  5.10193827e-02 -1.30736567e-01  2.06384043e-01
  1.43568512e-01  2.65353574e-02 -2.32212860e-01 -1.98683833e-04
  5.97200180e-02  1.13806246e-01 -8.43667055e-02  7.20462514e-02
 -2.52067395e-01  1.98064142e-01  6.70911312e-02  1.39469867e-01
 -2.78540903e-01  3.09483760e-01 -1.00662491e-01  1.90211411e-01
  2.53589269e-01 -1.67782633e-01  2.81801048e-01  7.46836489e-02
 -4.42747174e-02  1.08778060e-01 -2.74647133e-01  7.66470606e-02
 -6.82228427e-02  1.85023687e-02 -9.95716277e-02  2.25456767e-01
  7.28629985e-02  5.44371709e-02 -8.74814577e-02  4.13965715e-01
  2.51528823e-01  1.17917766e-01  2.43992287e-01  1.35900150e-01
  4.88194442e-02 -2.24594581e-02  2.73572367e-01  2.19319044e-01
  1.98622325e-01 -2.73897209e-01  9.36234836e-02 -1.52869433e-02]",ENTERTAINMENT
3,4,"12th Man teaser out. Mohanlal’s thriller dives into public, private and secret aspects of life","The teaser of Mohanlal’s 12th Man dropped today, April 27. Directed by Jeethu Joseph, it looks every bit interesting and shrouded in mystery. The suspense thriller will release on Disney+ Hotstar soon.After Drishyam and Drishyam 2, Mohanlal has collaborated with director Jeethu Joseph for a mystery thriller titled 12th Man.The teaser of 12th Man reminds viewers that everyone leads three lives public, private and the last one, a secret life. The mood of the thriller is quite tense and mysterious. Towards the end, Mohanlal’s character declares, “It’s time to blow the final whistle.”Sharing the trailer of 12th Man on Twitter with his fans, Mohanlal wrote, 12th Man official teaser out now Coming soon on #DisneyPlusHotstarMultiplex #12thManOnHotstar #DisneyPlusHotstarMalayalam #DisneyPlusHotstar (sic).”Watch 12th Man teaser here:Produced by Antony Perumbavoor under the Aashirvad Cinemas banner, 12th Man is directed by Jeethu Joseph. While Mohanlal plays the lead role in the film, Unni Mukundan, Saiju Kurup, Shivada, Anu Sithara, Anusree, Priyanka Nair, Leona Lishoy, Chandunath and Aditi Ravi, among others, will be seen in pivotal roles. 12th Man is written by KR Krishnakumar and Satheesh Kurup.",2022-04-27,"12th Man teaser out. Mohanlal’s thriller dives into public, private and secret aspects of lifeThe teaser of Mohanlal’s 12th Man dropped today, April 27. Directed by Jeethu Joseph, it looks every bit interesting and shrouded in mystery. The suspense thriller will release on Disney+ Hotstar soon.After Drishyam and Drishyam 2, Mohanlal has collaborated with director Jeethu Joseph for a mystery thriller titled 12th Man.The teaser of 12th Man reminds viewers that everyone leads three lives public, private and the last one, a secret life. The mood of the thriller is quite tense and mysterious. Towards the end, Mohanlal’s character declares, “It’s time to blow the final whistle.”Sharing the trailer of 12th Man on Twitter with his fans, Mohanlal wrote, 12th Man official teaser out now Coming soon on #DisneyPlusHotstarMultiplex #12thManOnHotstar #DisneyPlusHotstarMalayalam #DisneyPlusHotstar (sic).”Watch 12th Man teaser here:Produced by Antony Perumbavoor under the Aashirvad Cinemas banner, 12th Man is directed by Jeethu Joseph. While Mohanlal plays the lead role in the film, Unni Mukundan, Saiju Kurup, Shivada, Anu Sithara, Anusree, Priyanka Nair, Leona Lishoy, Chandunath and Aditi Ravi, among others, will be seen in pivotal roles. 12th Man is written by KR Krishnakumar and Satheesh Kurup.",th man teaser mohanlal thriller dive public private secret aspect lifethe teaser mohanlal th man dropped today april directed jeethu joseph look every bit interesting shrouded mystery suspense thriller release disney hotstar soon drishyam drishyam mohanlal collaborated director jeethu joseph mystery thriller titled th man teaser th man reminds viewer everyone lead three life public private last one secret life mood thriller quite tense mysterious towards end mohanlal character declares time blow final whistle sharing trailer th man twitter fan mohanlal wrote th man official teaser coming soon disneyplushotstarmultiplex thmanonhotstar disneyplushotstarmalayalam disneyplushotstar sic watch th man teaser produced antony perumbavoor aashirvad cinema banner th man directed jeethu joseph mohanlal play lead role film unni mukundan saiju kurup shivada anu sithara anusree priyanka nair leona lishoy chandunath aditi ravi among others seen pivotal role th man written kr krishnakumar satheesh kurup ,"[-0.17371683  0.13559115  0.06241519 -0.07393045  0.00733009 -0.31188487
  0.02474994  0.43001034 -0.12753339 -0.0597608  -0.06221357 -0.19467893
 -0.09364718  0.08712332  0.08458881 -0.14263888  0.01052968 -0.15872541
  0.01170295 -0.34363223  0.13326708  0.10449367 -0.00560578 -0.02976977
 -0.09161419 -0.01309674 -0.16657297 -0.1772983  -0.15529205 -0.0361638
  0.16586439 -0.00297791 -0.02403128 -0.1422402  -0.0084018   0.20435225
  0.02637488 -0.16003336 -0.10783121 -0.34023831 -0.001251   -0.12464753
 -0.0090623  -0.00649202  0.11190203 -0.10882469 -0.19588363  0.00775081
  0.10515211  0.14803827  0.04785511 -0.1434672  -0.22133938  0.04105668
 -0.10745857  0.17067445  0.11726805  0.02239149 -0.19181885 -0.00243207
  0.04933762  0.09071896 -0.07035999  0.05883137 -0.20820525  0.1636088
  0.05265267  0.11525789 -0.23306038  0.2561362  -0.08293923  0.16117222
  0.21088172 -0.13918599  0.23000795  0.05904221 -0.03769615  0.08907512
 -0.22778114  0.06757566 -0.05611058  0.01326461 -0.08432357  0.18356685
  0.05863556  0.04568859 -0.07220549  0.3436953   0.2095237   0.09859792
  0.19897617  0.11246576  0.04008316 -0.01965016  0.22728039  0.18436569
  0.1644889  -0.22746606  0.07963228 -0.01315353]",ENTERTAINMENT
4,5,3 girls jump off moving train in chilling video from Maharashtra. Watch what happened next,"Accidents are quite common among railway passengers as people rush violently to take a train at a scheduled time. But thanks to the alertness of the RPF personnel and home guards present on the platforms, severe injuries can be avoided.However, a video shared on Twitter showing one such rescue video has left people stunned. Posted by Quaiser Khalid, Commissioner of Police (Railways), Mumbai, the video shows a home guard rushing to save a girl who stumbled on the platform while alighting from a moving train.The video was captured by a surveillance camera at the Jogeshwari station on April 16. But that’s not all. While the home guard named Altaf Shaikh was trying to save the girl, two other girls jumped on the platform out of the blue and stumbled on the platform.Take a look:Home Guard Altaf Shaikh working @grpmumbai saved the life of a lady passenger who fell down during boarding a suburban train at Jogeshwari station on 16/4/22. He is being rewarded for his presence of mind, alertness & dedication to duty @drmbct @DGPMaharashtra @Dwalsepatil pic.twitter.com/1td8B7YLOpThe shocking video has been viewed over 16k times. Netizens were clueless and horrified to see the CCTV footage. Many simply couldn’t figure out why the other two girls jumped from the moving train.But why other 2 girls jumped out of the train? #good work by GRP more to you guysWe can see 2 other girls jump out this is so dangerous .. we must have automatic doors for these locals it will be the biggest achievement no place uses trains like in Mumbai @AshwiniVaishnaw jiWhy those 2 ladies also jumped. How can he save all 3 at same time? Kudos to him!!Salute for that police manBig Salute !!! Must Be RewardedWhy were the girls jumping?Good job it's really goodConfusing, isn’t it?",2022-04-27,"3 girls jump off moving train in chilling video from Maharashtra. Watch what happened nextAccidents are quite common among railway passengers as people rush violently to take a train at a scheduled time. But thanks to the alertness of the RPF personnel and home guards present on the platforms, severe injuries can be avoided.However, a video shared on Twitter showing one such rescue video has left people stunned. Posted by Quaiser Khalid, Commissioner of Police (Railways), Mumbai, the video shows a home guard rushing to save a girl who stumbled on the platform while alighting from a moving train.The video was captured by a surveillance camera at the Jogeshwari station on April 16. But that’s not all. While the home guard named Altaf Shaikh was trying to save the girl, two other girls jumped on the platform out of the blue and stumbled on the platform.Take a look:Home Guard Altaf Shaikh working @grpmumbai saved the life of a lady passenger who fell down during boarding a suburban train at Jogeshwari station on 16/4/22. He is being rewarded for his presence of mind, alertness & dedication to duty @drmbct @DGPMaharashtra @Dwalsepatil pic.twitter.com/1td8B7YLOpThe shocking video has been viewed over 16k times. Netizens were clueless and horrified to see the CCTV footage. Many simply couldn’t figure out why the other two girls jumped from the moving train.But why other 2 girls jumped out of the train? #good work by GRP more to you guysWe can see 2 other girls jump out this is so dangerous .. we must have automatic doors for these locals it will be the biggest achievement no place uses trains like in Mumbai @AshwiniVaishnaw jiWhy those 2 ladies also jumped. How can he save all 3 at same time? Kudos to him!!Salute for that police manBig Salute !!! Must Be RewardedWhy were the girls jumping?Good job it's really goodConfusing, isn’t it?",girl jump moving train chilling video maharashtra watch happened nextaccidents quite common among railway passenger people rush violently take train scheduled time thanks alertness rpf personnel home guard present platform severe injury avoided however video shared twitter showing one rescue video left people stunned posted quaiser khalid commissioner police railway mumbai video show home guard rushing save girl stumbled platform alighting moving train video captured surveillance camera jogeshwari station april home guard named altaf shaikh trying save girl two girl jumped platform blue stumbled platform take look home guard altaf shaikh working grpmumbai saved life lady passenger fell boarding suburban train jogeshwari station rewarded presence mind alertness dedication duty drmbct dgpmaharashtra dwalsepatil pic twitter com td ylopthe shocking video viewed time netizens clueless horrified see cctv footage many simply figure two girl jumped moving train girl jumped train good work grp guyswe see girl jump dangerous must automatic door local biggest achievement place us train like mumbai ashwinivaishnaw jiwhy lady also jumped save time kudos salute police manbig salute must rewardedwhy girl jumping good job really goodconfusing ,"[-0.18806599  0.14616417  0.06548655 -0.08031507  0.00946847 -0.33808825
  0.02745714  0.46288386 -0.13389093 -0.06767971 -0.06571277 -0.21025687
 -0.10375741  0.09282816  0.08974389 -0.15301957  0.00936587 -0.16836271
  0.01274861 -0.37066829  0.14529506  0.11261858 -0.00151703 -0.02871399
 -0.10140027 -0.01370145 -0.18080466 -0.19151095 -0.1663062  -0.03640517
  0.18260011 -0.00404234 -0.0242506  -0.15521911 -0.00955761  0.21840677
  0.02781978 -0.17086243 -0.11856729 -0.36804294  0.00113615 -0.1356953
 -0.01158145 -0.00779154  0.12127257 -0.11762559 -0.2089181   0.00694428
  0.11206845  0.15945736  0.04993508 -0.15548026 -0.23328643  0.04754556
 -0.11704488  0.1833517   0.12882076  0.0212223  -0.203923   -0.00073068
  0.05244353  0.09864183 -0.07518922  0.06321761 -0.22415846  0.17391462
  0.0587111   0.12257243 -0.24675537  0.27396982 -0.08878536  0.17002543
  0.22602512 -0.14749986  0.24879365  0.0657515  -0.03753037  0.09537862
 -0.24602383  0.06740361 -0.06106353  0.0166092  -0.0888695   0.19864115
  0.06440565  0.04886455 -0.07812026  0.36788486  0.22346022  0.10714074
  0.21377845  0.12110878  0.04316767 -0.01978125  0.24336363  0.19808504
  0.17658329 -0.24285731  0.08571192 -0.01446729]",OTHERS
